AFG,2019,27.24358974,Share of seats in parliament (% held by women)
AGO,2019,30,Share of seats in parliament (% held by women)
ALB,2019,29.50819672,Share of seats in parliament (% held by women)
AND,2019,46.42857143,Share of seats in parliament (% held by women)
ARE,2019,50,Share of seats in parliament (% held by women)
ARG,2019,39.87730061,Share of seats in parliament (% held by women)
ARM,2019,23.48484848,Share of seats in parliament (% held by women)
ATG,2019,31.42857143,Share of seats in parliament (% held by women)
AUS,2019,36.56387665,Share of seats in parliament (% held by women)
AUT,2019,38.52459016,Share of seats in parliament (% held by women)
AZE,2019,16.80672269,Share of seats in parliament (% held by women)
BDI,2019,38.75,Share of seats in parliament (% held by women)
BEL,2019,43.33333333,Share of seats in parliament (% held by women)
BEN,2019,7.228915663,Share of seats in parliament (% held by women)
BFA,2019,13.38582677,Share of seats in parliament (% held by women)
BGD,2019,20.63037249,Share of seats in parliament (% held by women)
BGR,2019,25.83333333,Share of seats in parliament (% held by women)
BHR,2019,18.75,Share of seats in parliament (% held by women)
BHS,2019,21.81818182,Share of seats in parliament (% held by women)
BIH,2019,21.05263158,Share of seats in parliament (% held by women)
BLR,2019,34.93975904,Share of seats in parliament (% held by women)
BLZ,2019,11.11111111,Share of seats in parliament (% held by women)
BOL,2019,51.80722892,Share of seats in parliament (% held by women)
BRA,2019,14.98316498,Share of seats in parliament (% held by women)
BRB,2019,29.41176471,Share of seats in parliament (% held by women)
BRN,2019,9.090909091,Share of seats in parliament (% held by women)
BTN,2019,15.27777778,Share of seats in parliament (% held by women)
BWA,2019,10.76923077,Share of seats in parliament (% held by women)
CAF,2019,8.571428571,Share of seats in parliament (% held by women)
CAN,2019,33.18284424,Share of seats in parliament (% held by women)
CHE,2019,38.61788618,Share of seats in parliament (% held by women)
CHL,2019,22.72727273,Share of seats in parliament (% held by women)
CHN,2019,24.94117647,Share of seats in parliament (% held by women)
CIV,2019,13.27683616,Share of seats in parliament (% held by women)
CMR,2019,29.28571429,Share of seats in parliament (% held by women)
COD,2019,11.98686371,Share of seats in parliament (% held by women)
COG,2019,13.63636364,Share of seats in parliament (% held by women)
COL,2019,19.56521739,Share of seats in parliament (% held by women)
