AFG,2019,0.65949167,Gender Development Index (GDI)
AGO,2019,0.902946619,Gender Development Index (GDI)
ALB,2019,0.966825372,Gender Development Index (GDI)
ARE,2019,0.930625873,Gender Development Index (GDI)
ARG,2019,0.993451949,Gender Development Index (GDI)
ARM,2019,0.9820916,Gender Development Index (GDI)
AUS,2019,0.976203561,Gender Development Index (GDI)
AUT,2019,0.963932404,Gender Development Index (GDI)
AZE,2019,0.942732141,Gender Development Index (GDI)
BDI,2019,0.999287946,Gender Development Index (GDI)
BEL,2019,0.973807806,Gender Development Index (GDI)
BEN,2019,0.85460012,Gender Development Index (GDI)
BFA,2019,0.866707793,Gender Development Index (GDI)
BGD,2019,0.904042449,Gender Development Index (GDI)
BGR,2019,0.994685459,Gender Development Index (GDI)
BHR,2019,0.921716932,Gender Development Index (GDI)
BIH,2019,0.937114942,Gender Development Index (GDI)
BLR,2019,1.006608372,Gender Development Index (GDI)
BLZ,2019,0.976309428,Gender Development Index (GDI)
BOL,2019,0.944945282,Gender Development Index (GDI)
BRA,2019,0.993476951,Gender Development Index (GDI)
BRB,2019,1.008056713,Gender Development Index (GDI)
BRN,2019,0.980706403,Gender Development Index (GDI)
BTN,2019,0.920788472,Gender Development Index (GDI)
BWA,2019,0.997729893,Gender Development Index (GDI)
CAF,2019,0.801420006,Gender Development Index (GDI)
CAN,2019,0.985592903,Gender Development Index (GDI)
CHE,2019,0.967512818,Gender Development Index (GDI)
CHL,2019,0.962758931,Gender Development Index (GDI)
CHN,2019,0.957499348,Gender Development Index (GDI)
CIV,2019,0.811194395,Gender Development Index (GDI)
CMR,2019,0.864019843,Gender Development Index (GDI)
COD,2019,0.845242428,Gender Development Index (GDI)
COG,2019,0.928704869,Gender Development Index (GDI)
COL,2019,0.98946603,Gender Development Index (GDI)
COM,2019,0.890596092,Gender Development Index (GDI)
CPV,2019,0.973966224,Gender Development Index (GDI)
CRI,2019,0.981297241,Gender Development Index (GDI)
CUB,2019,0.943967989,Gender Development Index (GDI)
CYP,2019,0.979050305,Gender Development Index (GDI)
CZE,2019,0.985431666,Gender Development Index (GDI)
DEU,2019,0.971880477,Gender Development Index (GDI)
DNK,2019,0.982565602,Gender Development Index (GDI)
DOM,2019,0.998792474,Gender Development Index (GDI)
DZA,2019,0.858325473,Gender Development Index (GDI)
ECU,2019,0.967367576,Gender Development Index (GDI)
EGY,2019,0.882333228,Gender Development Index (GDI)
ESP,2019,0.985865274,Gender Development Index (GDI)
EST,2019,1.016865659,Gender Development Index (GDI)
ETH,2019,0.837089382,Gender Development Index (GDI)
FIN,2019,0.989919098,Gender Development Index (GDI)
FRA,2019,0.987152994,Gender Development Index (GDI)
GAB,2019,0.915848182,Gender Development Index (GDI)
GBR,2019,0.969923826,Gender Development Index (GDI)
GEO,2019,0.97954439,Gender Development Index (GDI)
GHA,2019,0.910991565,Gender Development Index (GDI)
GIN,2019,0.816930503,Gender Development Index (GDI)
GMB,2019,0.845742406,Gender Development Index (GDI)
GRC,2019,0.963041818,Gender Development Index (GDI)
GTM,2019,0.940802357,Gender Development Index (GDI)
GUY,2019,0.961111754,Gender Development Index (GDI)
HKG,2019,0.972323139,Gender Development Index (GDI)
HND,2019,0.978232975,Gender Development Index (GDI)
HRV,2019,0.990018969,Gender Development Index (GDI)
HTI,2019,0.87534422,Gender Development Index (GDI)
HUN,2019,0.980789458,Gender Development Index (GDI)
IDN,2019,0.940357594,Gender Development Index (GDI)
IND,2019,0.82024985,Gender Development Index (GDI)
IRL,2019,0.981024298,Gender Development Index (GDI)
IRN,2019,0.865553872,Gender Development Index (GDI)
IRQ,2019,0.77440319,Gender Development Index (GDI)
ISL,2019,0.968674037,Gender Development Index (GDI)
ISR,2019,0.973318359,Gender Development Index (GDI)
ITA,2019,0.967767105,Gender Development Index (GDI)
JAM,2019,0.994338657,Gender Development Index (GDI)
JOR,2019,0.874829295,Gender Development Index (GDI)
JPN,2019,0.97756547,Gender Development Index (GDI)
KAZ,2019,0.980266424,Gender Development Index (GDI)
KEN,2019,0.936917463,Gender Development Index (GDI)
KGZ,2019,0.957285458,Gender Development Index (GDI)
KHM,2019,0.922029989,Gender Development Index (GDI)
KOR,2019,0.936113144,Gender Development Index (GDI)
KWT,2019,0.983206953,Gender Development Index (GDI)
LAO,2019,0.927295852,Gender Development Index (GDI)
LBN,2019,0.892146898,Gender Development Index (GDI)
LBR,2019,0.889581087,Gender Development Index (GDI)
LBY,2019,0.976173126,Gender Development Index (GDI)
LCA,2019,0.985452915,Gender Development Index (GDI)
LKA,2019,0.955327845,Gender Development Index (GDI)
LSO,2019,1.013559291,Gender Development Index (GDI)
LTU,2019,1.029915631,Gender Development Index (GDI)
LUX,2019,0.975942135,Gender Development Index (GDI)
LVA,2019,1.035955001,Gender Development Index (GDI)
MAR,2019,0.834611432,Gender Development Index (GDI)
MDA,2019,1.013708539,Gender Development Index (GDI)
MDG,2019,0.952220963,Gender Development Index (GDI)
MDV,2019,0.923199752,Gender Development Index (GDI)
MEX,2019,0.960081433,Gender Development Index (GDI)
MKD,2019,0.95207189,Gender Development Index (GDI)
MLI,2019,0.820800677,Gender Development Index (GDI)
MLT,2019,0.965690319,Gender Development Index (GDI)
MMR,2019,0.953708516,Gender Development Index (GDI)
MNE,2019,0.966192054,Gender Development Index (GDI)
MNG,2019,1.02308917,Gender Development Index (GDI)
MOZ,2019,0.912091035,Gender Development Index (GDI)
MRT,2019,0.863657393,Gender Development Index (GDI)
MUS,2019,0.975621068,Gender Development Index (GDI)
MWI,2019,0.986380167,Gender Development Index (GDI)
MYS,2019,0.971795891,Gender Development Index (GDI)
NAM,2019,1.00746944,Gender Development Index (GDI)
NER,2019,0.723746325,Gender Development Index (GDI)
NGA,2019,0.881069808,Gender Development Index (GDI)
NIC,2019,1.011648304,Gender Development Index (GDI)
NLD,2019,0.965586666,Gender Development Index (GDI)
NOR,2019,0.989938658,Gender Development Index (GDI)
NPL,2019,0.933056041,Gender Development Index (GDI)
NZL,2019,0.964286408,Gender Development Index (GDI)
OMN,2019,0.935625603,Gender Development Index (GDI)
PAK,2019,0.744749566,Gender Development Index (GDI)
PAN,2019,1.019027625,Gender Development Index (GDI)
PER,2019,0.957092912,Gender Development Index (GDI)
PHL,2019,1.006919978,Gender Development Index (GDI)
POL,2019,1.00711023,Gender Development Index (GDI)
PRT,2019,0.98831741,Gender Development Index (GDI)
PRY,2019,0.966283198,Gender Development Index (GDI)
PSE,2019,0.869987949,Gender Development Index (GDI)
QAT,2019,1.029674804,Gender Development Index (GDI)
ROU,2019,0.991381034,Gender Development Index (GDI)
RUS,2019,1.006650897,Gender Development Index (GDI)
RWA,2019,0.945410295,Gender Development Index (GDI)
SAU,2019,0.896089903,Gender Development Index (GDI)
SDN,2019,0.859725953,Gender Development Index (GDI)
SEN,2019,0.869531649,Gender Development Index (GDI)
SGP,2019,0.985237258,Gender Development Index (GDI)
SLE,2019,0.883789879,Gender Development Index (GDI)
SLV,2019,0.975,Gender Development Index (GDI)
SRB,2019,0.977172278,Gender Development Index (GDI)
SSD,2019,0.841802349,Gender Development Index (GDI)
STP,2019,0.906181733,Gender Development Index (GDI)
SUR,2019,0.985229142,Gender Development Index (GDI)
SVK,2019,0.991814805,Gender Development Index (GDI)
SVN,2019,1.001408521,Gender Development Index (GDI)
SWE,2019,0.982644255,Gender Development Index (GDI)
SWZ,2019,0.996113276,Gender Development Index (GDI)
SYR,2019,0.82868681,Gender Development Index (GDI)
TCD,2019,0.764090676,Gender Development Index (GDI)
TGO,2019,0.821541627,Gender Development Index (GDI)
THA,2019,1.007921418,Gender Development Index (GDI)
TJK,2019,0.823238913,Gender Development Index (GDI)
TLS,2019,0.942123354,Gender Development Index (GDI)
